season,week,contestant,method,judges_score,is_eliminated,mean_fan_vote,ci_lower,ci_upper,ci_width
3,2,Emmitt Smith,percentage,24.0,False,0.08559319479806077,0.007495941810130373,0.17967789347738733,0.17218195166725694
3,2,Shanna Moakler,percentage,22.0,True,0.014595806357816444,-0.03327123858844672,0.04097630729737602,0.07424754588582275
3,2,Willa Ford,percentage,23.0,False,0.20311027697165734,0.02728566144676401,0.4748862971216069,0.4476006356748429
3,2,Sara Evans,percentage,21.0,False,0.08729620369056228,0.02254844657307326,0.1946818455100433,0.17213339893697005
3,2,Jerry Springer,percentage,19.0,False,0.1008557922638468,0.031078920875276285,0.2003728446159841,0.1692939237407078
3,3,Harry Hamlin,percentage,22.0,True,0.022290569355700143,-0.016505873187561804,0.05610433173090601,0.07261020491846781
3,3,Vivica A. Fox,percentage,27.0,False,0.11107982124996565,0.01788452187808222,0.25183473969029674,0.23395021781221453
3,3,Monique Coleman,percentage,27.0,False,0.14298447223817992,0.03435920975700514,0.4006563443192097,0.3662971345622046
3,3,Joey Lawrence,percentage,22.0,False,0.09638589069294415,0.03003816664504683,0.1978359461567519,0.16779777951170508
3,3,Mario Lopez,percentage,22.0,False,0.12004351760683896,0.03118618994757016,0.239511352934626,0.20832516298705583
3,3,Emmitt Smith,percentage,19.0,False,0.11838810319241473,0.03246137254057654,0.33338438474288135,0.30092301220230483
3,3,Willa Ford,percentage,22.0,False,0.13569831313777656,0.03046390555984039,0.27679073845685503,0.24632683289701465
3,3,Sara Evans,percentage,25.0,False,0.11373010798397232,0.024921584826901516,0.2675800147588774,0.24265842993197587
3,3,Jerry Springer,percentage,21.0,False,0.13939920454220572,0.04107858142706016,0.26676892266290797,0.2256903412358478
3,4,Vivica A. Fox,percentage,24.0,True,0.01980998749839523,-0.01955191942908409,0.05228223593686338,0.07183415536594748
3,4,Monique Coleman,percentage,24.0,False,0.10544993138484406,0.027340542618717045,0.25076993627990474,0.2234293936611877
3,4,Joey Lawrence,percentage,27.0,False,0.1085491265891562,0.013946864144028487,0.29161621403390214,0.2776693498898737
3,4,Mario Lopez,percentage,29.0,False,0.10107549428770611,0.013321447801117624,0.24824678824743654,0.2349253404463189
3,4,Emmitt Smith,percentage,24.0,False,0.25790148116138,0.03699544437914766,0.5116510903064082,0.47465564592726056
3,4,Willa Ford,percentage,28.0,False,0.10116607927417315,0.013289512128815021,0.3182647404884303,0.30497522835961527
3,4,Sara Evans,percentage,20.0,False,0.20322083020248605,0.04030621783025473,0.4577901137055458,0.41748389587529106
3,4,Jerry Springer,percentage,22.0,False,0.10282706960185767,0.021294329950743283,0.2047233242320884,0.1834289942813451
3,5,Monique Coleman,percentage,27.0,False,0.14031694208679815,0.02586844179237334,0.298194706680682,0.27232626488830863
3,5,Joey Lawrence,percentage,25.0,False,0.1624096290205335,0.037921940140139845,0.3230971812031685,0.28517524106302866
3,5,Mario Lopez,percentage,27.0,False,0.14538223549597615,0.026640708388558976,0.3431261885127388,0.3164854801241798
3,5,Emmitt Smith,percentage,27.0,False,0.1729252201795026,0.051970110749257135,0.33856035630874337,0.28659024555948626
3,5,Willa Ford,percentage,27.0,True,0.02932357564407827,-0.008964211032779654,0.07175689808435362,0.08072110911713327
3,5,Sara Evans,percentage,24.0,False,0.1752517135415867,0.04465816960240033,0.3794224106769315,0.3347642410745312
3,5,Jerry Springer,percentage,24.0,False,0.1743906840315244,0.061863190288900936,0.361436745724896,0.29957355543599506
3,6,Monique Coleman,percentage,23.0,False,0.11248150664134908,0.025261455358256905,0.20314402929655961,0.1778825739383027
3,6,Joey Lawrence,percentage,24.0,False,0.18296365879171755,0.07194575714217802,0.2734990685525968,0.2015533114104188
3,6,Mario Lopez,percentage,28.0,False,0.23459906463571772,0.13656961367328152,0.3525369589665377,0.21596734529325617
3,6,Emmitt Smith,percentage,25.0,False,0.3884228412518261,0.21946803990850847,0.5697888376567698,0.3503207977482613
3,6,Jerry Springer,percentage,18.0,False,0.08153292867938959,0.004609273537660056,0.2171407101065395,0.21253143656887943
3,7,Monique Coleman,percentage,27.0,False,0.2926869207901278,0.03949359340143113,0.607623920882772,0.5681303274813408
3,7,Joey Lawrence,percentage,28.5,False,0.2891497286292179,0.06508071564757009,0.5773981688978428,0.5123174532502727
3,7,Mario Lopez,percentage,28.0,False,0.1814638455266173,0.020887704999563717,0.5281154865864829,0.5072277815869192
3,7,Emmitt Smith,percentage,28.5,False,0.17658652513913034,0.03147426195151401,0.38681146693822127,0.3553372049867073
3,7,Jerry Springer,percentage,23.0,True,0.06011297991490842,0.005028221726435418,0.1329249231689333,0.1278967014424979
3,8,Monique Coleman,percentage,26.5,True,0.07454282257782528,0.00780022228926522,0.17219612095272452,0.1643958986634593
3,8,Joey Lawrence,percentage,27.0,False,0.3240474375959911,0.0759391793717885,0.6095671080435275,0.533627928671739
3,8,Mario Lopez,percentage,28.5,False,0.38190385259721127,0.09648301258859798,0.6166228892786969,0.5201398766900989
3,8,Emmitt Smith,percentage,27.0,False,0.21950588722897355,0.05347819982799489,0.5255791900417793,0.47210099021378443
3,9,Joey Lawrence,percentage,29.5,False,0.12978513126022787,0.01331980412401279,0.28220806349755956,0.26888825937354677
3,9,Mario Lopez,percentage,29.5,False,0.3026045782854836,0.12434847355565104,0.4417382983419482,0.3173898247862972
3,9,Emmitt Smith,percentage,29.5,False,0.5676102904542882,0.38936698824951943,0.8055639002220986,0.41619691197257913
3,10,Mario Lopez,percentage,29.666600000000003,False,0.2334484219436375,0.02289054099462296,0.4868037737741195,0.46391323277949653
3,10,Emmitt Smith,percentage,29.666600000000003,False,0.766551578056361,0.51319622622588,0.9771094590053759,0.4639132327794959
4,2,John Ratzenberger,percentage,21.0,False,0.08997248380981021,0.008195276409212072,0.2804977133563655,0.2723024369471534
4,2,Ian Ziering,percentage,22.0,False,0.08101118066493422,0.0011125788410706623,0.22243639246313815,0.2213238136220675
4,2,Clyde Drexler,percentage,18.0,False,0.13283620740530688,0.028591206487141238,0.26226061684181673,0.23366941035467548
4,2,Laila Ali,percentage,27.0,False,0.12861949965167346,0.005046202395372514,0.3441702567441866,0.3391240543488141
4,2,Apolo Anton Ohno,percentage,26.0,False,0.08716526247150023,0.01152382133208173,0.24497496550798825,0.2334511441759065
4,2,Shandi Finnessey,percentage,20.0,False,0.07721127387152277,0.011220064818192323,0.1540161997913413,0.14279613497314897
4,2,Paulina Porizkova,percentage,21.0,True,0.009262879373944353,-0.044147611117272514,0.03484279896188891,0.07899041007916142
4,2,Heather Mills,percentage,24.0,False,0.11234996537349876,0.010798133458887506,0.3038281650426412,0.2930300315837537
4,2,Billy Ray Cyrus,percentage,21.0,False,0.10574531564718412,0.014398458415440518,0.31427262456052235,0.29987416614508183
4,2,Joey Fatone,percentage,24.0,False,0.082625633683308,0.0010571062093326748,0.2436617503461187,0.24260464413678604
4,2,Leeza Gibbons,percentage,21.0,False,0.09320029804731612,0.015391500037924166,0.2381841794170078,0.22279267937908365
4,3,John Ratzenberger,percentage,20.0,False,0.0831198594646429,0.018119094070269473,0.17170270559476025,0.1535836115244908
4,3,Ian Ziering,percentage,24.0,False,0.17859665185994072,0.018765275930446208,0.4183916511837648,0.3996263752533186
4,3,Clyde Drexler,percentage,16.0,False,0.11978729116976844,0.0472086498399169,0.23596529162037624,0.18875664178045934
4,3,Laila Ali,percentage,21.0,False,0.09163556839059525,0.017899977524948485,0.19200004099043855,0.17410006346549006
4,3,Apolo Anton Ohno,percentage,23.0,False,0.10713103843707072,0.01985933333216377,0.24429913748111431,0.22443980414895054
4,3,Shandi Finnessey,percentage,21.0,True,0.01842327175699383,-0.015186835526117225,0.05101527005729294,0.06620210558341016
4,3,Heather Mills,percentage,24.0,False,0.10844491764929967,0.018149688449211564,0.23531742434361955,0.217167735894408
4,3,Billy Ray Cyrus,percentage,21.0,False,0.08016973393275886,0.017282738511062424,0.19339408373785555,0.17611134522679311
4,3,Joey Fatone,percentage,24.0,False,0.11560417079911932,0.010194783337687918,0.2596737912578825,0.24947900792019456
4,3,Leeza Gibbons,percentage,24.0,False,0.09708749653980983,0.011627982095185532,0.2633665453793307,0.2517385632841452
4,4,John Ratzenberger,percentage,16.0,False,0.116268759929684,0.020527054717750303,0.2994719991884566,0.2789449444707063
4,4,Ian Ziering,percentage,24.0,False,0.09517567635881523,0.005691141733887704,0.2538944155951831,0.2482032738612954
4,4,Clyde Drexler,percentage,15.0,False,0.13402094741449558,0.0346122037956992,0.3216110575743321,0.28699885377863293
4,4,Laila Ali,percentage,21.0,False,0.13625911859504958,0.014082655430121108,0.35219170096167346,0.33810904553155235
4,4,Apolo Anton Ohno,percentage,26.0,False,0.11191028076068384,0.006587011951873157,0.26785936871009136,0.2612723567582182
4,4,Heather Mills,percentage,23.0,False,0.10895859796835648,0.019484672119144685,0.23068138524461057,0.2111967131254659
4,4,Billy Ray Cyrus,percentage,21.0,False,0.11439220192784884,0.01157089609821741,0.36115076703366605,0.3495798709354486
4,4,Joey Fatone,percentage,28.0,False,0.15354805717080297,0.023759379970227812,0.3274196598370749,0.30366027986684707
4,4,Leeza Gibbons,percentage,16.0,True,0.029466359874264412,-0.0017665663893452546,0.07046087426698373,0.072227440656329
4,5,John Ratzenberger,percentage,18.0,False,0.13977864479146015,0.024315407298534222,0.31108346682695537,0.28676805952842116
4,5,Ian Ziering,percentage,24.0,False,0.16820430995384478,0.0178781939165624,0.3778241841073729,0.35994599019081047
4,5,Clyde Drexler,percentage,13.0,True,0.04719546053434573,-0.0011497581534041105,0.1038083244095521,0.1049580825629562
4,5,Laila Ali,percentage,28.0,False,0.10870671752033478,0.008442549094871517,0.3052294934183444,0.29678694432347286
4,5,Apolo Anton Ohno,percentage,30.0,False,0.13271032592870852,0.014370449902074004,0.3351076577776081,0.3207372078755341
4,5,Heather Mills,percentage,21.0,False,0.15130327130979948,0.01491994638233354,0.43372601339854755,0.41880606701621403
4,5,Billy Ray Cyrus,percentage,17.0,False,0.15309708383932588,0.02864396325247559,0.3430687775421192,0.3144248142896436
4,5,Joey Fatone,percentage,25.0,False,0.09900418612218119,0.012856921116770371,0.22621177728678488,0.2133548561700145
4,6,John Ratzenberger,percentage,19.0,False,0.182674295116075,0.0605734952519137,0.3444498037980424,0.2838763085461287
4,6,Ian Ziering,percentage,24.0,False,0.10644561114292517,0.03209975458831107,0.23515509114768024,0.20305533655936917
4,6,Laila Ali,percentage,28.0,False,0.153742548896889,0.018288776336356144,0.3976566564459135,0.37936788010955735
4,6,Apolo Anton Ohno,percentage,28.0,False,0.2130302202049619,0.018933033640676826,0.49266557512404496,0.47373254148336813
4,6,Heather Mills,percentage,23.0,True,0.034873535224828056,0.001546041994341851,0.08622301172548295,0.0846769697311411
4,6,Billy Ray Cyrus,percentage,21.0,False,0.17722324421880134,0.04655658611985323,0.365842887736586,0.31928630161673277
4,6,Joey Fatone,percentage,27.0,False,0.13201054519552086,0.025264939477970816,0.37893713474528834,0.3536721952673175
4,7,John Ratzenberger,percentage,22.5,True,0.04030614450842761,-0.011104674639653981,0.0951987979916223,0.10630347263127628
4,7,Ian Ziering,percentage,27.0,False,0.2053990192256001,0.024521733099985062,0.6031335250460378,0.5786117919460527
4,7,Laila Ali,percentage,29.5,False,0.31910863711101256,0.04547669780354098,0.6426297297343049,0.5971530319307639
4,7,Apolo Anton Ohno,percentage,27.0,False,0.1092235703570833,0.016386061975980727,0.2777803899703084,0.26139432799432766
4,7,Billy Ray Cyrus,percentage,19.0,False,0.18919163100035302,0.05053272672732373,0.4150863250216612,0.3645535982943375
4,7,Joey Fatone,percentage,29.5,False,0.1367709977975246,0.02520667233975981,0.36206992863085596,0.33686325629109615
4,8,Ian Ziering,percentage,23.5,False,0.29756543420000325,0.0480202100312494,0.685954665804227,0.6379344557729776
4,8,Laila Ali,percentage,26.5,False,0.2061029380086164,0.03296210354199312,0.5009724219286519,0.46801031838665874
4,8,Apolo Anton Ohno,percentage,29.0,False,0.18918924379571947,0.015480578467554296,0.5257314581870483,0.510250879719494
4,8,Billy Ray Cyrus,percentage,19.0,True,0.0723573660177006,0.006618043620829947,0.16187072465120633,0.15525268103037637
4,8,Joey Fatone,percentage,27.5,False,0.2347850179779604,0.03675569956820881,0.5058891187922112,0.4691334192240024
4,9,Ian Ziering,percentage,29.0,True,0.08155923778239973,0.006952321309285361,0.18101529660370635,0.174062975294421
4,9,Laila Ali,percentage,30.0,False,0.33249559142873664,0.052567291385166616,0.678095857863197,0.6255285664780305
4,9,Apolo Anton Ohno,percentage,29.5,False,0.31771574556243404,0.06774615122358775,0.8540754619789874,0.7863293107553997
4,9,Joey Fatone,percentage,30.0,False,0.26822942522642806,0.04111039254132116,0.5399693275293538,0.49885893498803263
4,10,Laila Ali,percentage,28.333200000000005,False,0.14053386229666506,0.015088058433664654,0.3034875423075034,0.28839948387383874
4,10,Apolo Anton Ohno,percentage,29.3332,False,0.5369392778678639,0.3631297932380597,0.8218113428362442,0.4586815495981845
4,10,Joey Fatone,percentage,28.6665,False,0.32252685983547047,0.11321500165881036,0.4594161573817573,0.3462011557229469
5,1,Cameron Mathison,percentage,21.0,False,0.05671663220263729,0.005675855984820573,0.14300312931603715,0.13732727333121658
5,1,Jane Seymour,percentage,24.0,False,0.08114217074352005,0.0036095975771291942,0.27164948930672533,0.26803989172959614
5,1,Sabrina Bryan,percentage,26.0,False,0.07623362238375855,0.0016283589069180826,0.24511585003072392,0.24348749112380583
5,1,Jennie Garth,percentage,21.0,False,0.09424467312576013,0.018086471642807654,0.2517706820181605,0.23368421037535284
5,1,Floyd Mayweather Jr. ,percentage,18.0,False,0.08326082861202047,0.017429818150225977,0.1995462521098254,0.18211643395959942
5,1,Josie Maran,percentage,16.0,True,0.01902058033921096,-0.014800039081728309,0.05275318600710873,0.06755322508883704
5,1,Albert Reed,percentage,21.0,False,0.11436864182482546,0.011301390839066845,0.3370032252848856,0.32570183444581874
5,1,Helio Castroneves,percentage,25.0,False,0.1318997167678464,0.013997039818906112,0.2635528755598421,0.24955583574093598
5,1,Mel B,percentage,24.0,False,0.06630319958102551,0.00484554251253118,0.18565599670923266,0.18081045419670147
5,1,Wayne Newton,percentage,19.0,False,0.07858423549152613,0.01691419979708165,0.18425862751424626,0.16734442771716462
5,1,Marie Osmond,percentage,21.0,False,0.10676744396437961,0.014184753647370117,0.26666465948404483,0.25247990583667473
5,1,Mark Cuban,percentage,21.0,False,0.09145825496348611,0.00546814087852196,0.21617827384772115,0.2107101329691992
5,2,Cameron Mathison,percentage,21.0,False,0.09960300197557036,0.013823802662075182,0.23880683871492595,0.22498303605285075
5,2,Jane Seymour,percentage,21.0,False,0.0825906966643536,0.016619438962067405,0.20021085632133867,0.18359141735927126
5,2,Sabrina Bryan,percentage,26.0,False,0.1751206848655733,0.007642351444429485,0.3635229273979789,0.35588057595354944
5,2,Jennie Garth,percentage,21.0,False,0.12086117857623335,0.017922883323434467,0.2852958080163964,0.267372924692962
5,2,Floyd Mayweather Jr. ,percentage,21.0,False,0.08091059901504935,0.007933246829234793,0.17977670257487638,0.17184345574564158
5,2,Albert Reed,percentage,21.0,True,0.010003024190986854,-0.02711458426698627,0.035970908734666275,0.06308549300165255
5,2,Helio Castroneves,percentage,27.0,False,0.06752481583698734,0.009034491895316462,0.1677718839905607,0.15873739209524423
5,2,Mel B,percentage,23.0,False,0.0952380583832339,0.010001061073682321,0.24690238953462437,0.23690132846094206
5,2,Wayne Newton,percentage,15.0,False,0.0977359302048229,0.03079019289677409,0.20662527288039004,0.17583507998361594
5,2,Marie Osmond,percentage,24.0,False,0.09048169397088088,0.006233786192713295,0.2674814366291875,0.2612476504364742
5,2,Mark Cuban,percentage,18.0,False,0.07993031631630768,0.02097338288436094,0.17040027036533256,0.14942688748097163
5,3,Cameron Mathison,percentage,23.0,False,0.10734474294270496,0.019946486939501164,0.25419673340562055,0.2342502464661194
5,3,Jane Seymour,percentage,27.0,False,0.1498692068765118,0.003938690012371446,0.5177773986252032,0.5138387086128318
5,3,Sabrina Bryan,percentage,27.0,False,0.0690102525777032,0.005332357507156555,0.22396648607830918,0.21863412857115264
5,3,Jennie Garth,percentage,26.0,False,0.0966006327107957,0.002988677534751648,0.33166367637497435,0.3286749988402227
5,3,Floyd Mayweather Jr. ,percentage,21.0,False,0.1950246878764792,0.012176603615221188,0.4626492145815424,0.4504726109663212
5,3,Helio Castroneves,percentage,24.0,False,0.07402454450305343,0.0036214049352856943,0.18419888964158332,0.18057748470629761
5,3,Mel B,percentage,27.0,False,0.11352422522438765,0.0005592077049120462,0.3233698205627029,0.3228106128577909
5,3,Wayne Newton,percentage,18.0,True,0.0235241398825721,-0.026413021775498993,0.06725859444983648,0.09367161622533547
5,3,Marie Osmond,percentage,26.0,False,0.08052566835069942,0.006684773206951053,0.22366675565629549,0.21698198244934444
5,3,Mark Cuban,percentage,20.0,False,0.0905518990550925,0.01093020201539592,0.2358685999313234,0.22493839791592746
5,4,Cameron Mathison,percentage,27.0,False,0.13152883907953894,0.014377811491055374,0.3517172201620279,0.3373394086709725
5,4,Jane Seymour,percentage,26.0,False,0.0874398959261349,0.004557041464657796,0.2551462198202459,0.2505891783555881
5,4,Sabrina Bryan,percentage,30.0,False,0.09322755422637864,0.009151471539415236,0.20791477219666454,0.19876330065724931
5,4,Jennie Garth,percentage,27.0,False,0.1188656537985801,0.016973628703937822,0.25163936825450045,0.23466573955056264
5,4,Floyd Mayweather Jr. ,percentage,23.0,True,0.025039366209000814,-0.018922977335797116,0.07337884453311606,0.09230182186891318
5,4,Helio Castroneves,percentage,27.0,False,0.09244715507052988,0.010684023280962799,0.2236066248424492,0.2129226015614864
