Season,Week,Contestant,Is_Controversial,Actual_Method,Counter_Method,Judges_Score,Judge_Rank,Inferred_Fan_Vote,Fan_Vote_Rank,Result_Actual,Result_Counter,Outcome_Changed,Bias_Actual_Kill_FanLoser,Bias_Counter_Kill_FanLoser
2,1,Master P,False,rank,percentage,12.0,10,0.10686978731633462,4,Safe,Safe,False,False,False
2,1,Drew Lachey,False,rank,percentage,24.0,1,0.09377851182787983,6,Safe,Safe,False,False,False
2,1,Kenny Mayne,False,rank,percentage,13.0,9,0.04286976426942513,10,Eliminated,Eliminated,False,False,False
2,2,Tatum O'Neal,False,rank,percentage,17.0,8,0.03817001554341289,9,Eliminated,Eliminated,False,False,False
2,2,Tia Carrere,False,rank,percentage,22.0,6,0.09776691363009976,6,Safe,Safe,False,False,False
2,2,George Hamilton,False,rank,percentage,22.0,6,0.09032080130845771,8,Safe,Safe,False,False,False
2,2,Lisa Rinna,False,rank,percentage,20.0,7,0.11799913608623415,4,Safe,Safe,False,False,False
2,2,Stacy Keibler,False,rank,percentage,29.0,1,0.09661699513507754,7,Safe,Safe,False,False,False
2,2,Jerry Rice,True,rank,percentage,23.0,4,0.09779289655638283,5,Safe,Safe,False,False,False
2,2,Giselle Fernandez,False,rank,percentage,24.0,3,0.21608543985292228,1,Safe,Safe,False,False,False
2,2,Master P,False,rank,percentage,16.0,9,0.12724606889438336,2,Safe,Safe,False,False,False
2,2,Drew Lachey,False,rank,percentage,27.0,2,0.11800173299302938,3,Safe,Safe,False,False,False
2,3,Tia Carrere,False,rank,percentage,26.0,3,0.09330949258086675,5,Safe,Safe,True,False,False
2,3,George Hamilton,False,rank,percentage,22.0,6,0.1956594764709805,2,Safe,Safe,True,False,False
2,3,Lisa Rinna,False,rank,percentage,25.0,4,0.2212006916463525,1,Safe,Safe,True,False,False
2,3,Stacy Keibler,False,rank,percentage,27.0,2,0.14852874707738126,3,Safe,Safe,True,False,False
2,3,Jerry Rice,True,rank,percentage,19.0,7,0.09206406014774592,6,Safe,Safe,True,False,False
2,3,Giselle Fernandez,False,rank,percentage,22.0,6,0.03276063523314109,8,Safe,Eliminated,True,False,True
2,3,Master P,False,rank,percentage,14.0,8,0.08850212852931588,7,Eliminated,Safe,True,False,False
2,3,Drew Lachey,False,rank,percentage,27.0,2,0.1279747683142162,4,Safe,Safe,True,False,False
2,4,Tia Carrere,False,rank,percentage,25.0,4,0.11367492262465288,6,Safe,Safe,False,False,False
2,4,George Hamilton,False,rank,percentage,21.0,6,0.12430948843386036,3,Safe,Safe,False,False,False
2,4,Lisa Rinna,False,rank,percentage,26.0,3,0.23801559316738774,1,Safe,Safe,False,False,False
2,4,Stacy Keibler,False,rank,percentage,26.0,3,0.12078294150231722,5,Safe,Safe,False,False,False
2,4,Jerry Rice,True,rank,percentage,24.0,5,0.231645214939482,2,Safe,Safe,False,False,False
2,4,Master P,False,rank,percentage,8.0,7,0.05063154079068276,7,Eliminated,Eliminated,False,False,False
2,4,Drew Lachey,False,rank,percentage,28.0,1,0.12094029854161739,4,Safe,Safe,False,False,False
2,5,Tia Carrere,False,rank,percentage,22.0,6,0.06874584045590419,5,Eliminated,Eliminated,False,False,False
2,5,George Hamilton,False,rank,percentage,24.0,4,0.22660185624577187,2,Safe,Safe,False,False,False
2,5,Lisa Rinna,False,rank,percentage,25.0,3,0.0646073120143231,6,Safe,Safe,False,False,False
2,5,Stacy Keibler,False,rank,percentage,30.0,1,0.1316634852253256,4,Safe,Safe,False,False,False
2,5,Jerry Rice,True,rank,percentage,23.0,5,0.3446002909604599,1,Safe,Safe,False,False,False
2,5,Drew Lachey,False,rank,percentage,27.0,2,0.16378121509821586,3,Safe,Safe,False,False,False
2,6,George Hamilton,False,rank,percentage,23.0,5,0.1009382908126581,5,Eliminated,Eliminated,False,False,False
2,6,Lisa Rinna,False,rank,percentage,27.0,3,0.18389977984138026,3,Safe,Safe,False,False,False
2,6,Stacy Keibler,False,rank,percentage,30.0,2,0.1830174027132099,4,Safe,Safe,False,False,False
2,6,Jerry Rice,True,rank,percentage,23.0,5,0.300983429972892,1,Safe,Safe,False,False,False
2,6,Drew Lachey,False,rank,percentage,30.0,2,0.23116109665985926,2,Safe,Safe,False,False,False
2,7,Lisa Rinna,False,rank,percentage,26.5,3,0.07155933597045751,4,Eliminated,Eliminated,False,False,False
2,7,Stacy Keibler,False,rank,percentage,27.5,2,0.3493745089289904,1,Safe,Safe,False,False,False
2,7,Jerry Rice,True,rank,percentage,20.5,4,0.33813330782572937,2,Safe,Safe,False,False,False
2,7,Drew Lachey,False,rank,percentage,27.5,2,0.24093284727482175,3,Safe,Safe,False,False,False
3,1,Harry Hamlin,False,percentage,rank,17.0,8,0.08869637311261218,6,Safe,Safe,False,False,False
3,1,Vivica A. Fox,False,percentage,rank,22.0,4,0.06620253341570737,9,Safe,Safe,False,False,False
3,1,Monique Coleman,False,percentage,rank,19.0,6,0.1986864346813895,1,Safe,Safe,False,False,False
3,1,Joey Lawrence,False,percentage,rank,21.0,5,0.10595895973208387,3,Safe,Safe,False,False,False
3,1,Mario Lopez,False,percentage,rank,26.0,1,0.049698717946775176,10,Safe,Safe,False,False,False
3,1,Emmitt Smith,False,percentage,rank,24.0,2,0.09200976775087823,5,Safe,Safe,False,False,False
3,1,Shanna Moakler,False,percentage,rank,18.0,7,0.07169515390738235,8,Safe,Safe,False,False,False
3,1,Willa Ford,False,percentage,rank,22.0,4,0.07797179522170065,7,Safe,Safe,False,False,False
3,1,Sara Evans,False,percentage,rank,15.0,10,0.09832226628214467,4,Safe,Safe,False,False,False
3,1,Jerry Springer,False,percentage,rank,16.0,9,0.12640445571756354,2,Safe,Safe,False,False,False
3,1,Tucker Carlson,False,percentage,rank,12.0,11,0.02435354223176274,11,Eliminated,Eliminated,False,False,False
3,2,Harry Hamlin,False,percentage,rank,21.0,9,0.07973836740042789,6,Safe,Safe,False,False,False
3,2,Vivica A. Fox,False,percentage,rank,24.0,4,0.1010398459963649,3,Safe,Safe,False,False,False
3,2,Monique Coleman,False,percentage,rank,26.0,2,0.07203701275965212,7,Safe,Safe,False,False,False
3,2,Joey Lawrence,False,percentage,rank,29.0,1,0.08711217733085297,5,Safe,Safe,False,False,False
3,2,Mario Lopez,False,percentage,rank,21.0,9,0.09250126052664835,4,Safe,Safe,False,False,False
3,2,Emmitt Smith,False,percentage,rank,24.0,4,0.057444472815256116,8,Safe,Safe,False,False,False
3,2,Shanna Moakler,False,percentage,rank,22.0,6,0.007027503691002093,10,Eliminated,Eliminated,False,False,False
3,2,Willa Ford,False,percentage,rank,23.0,5,0.05091880492733097,9,Safe,Safe,False,False,False
3,2,Sara Evans,False,percentage,rank,21.0,9,0.32539111827626754,1,Safe,Safe,False,False,False
3,2,Jerry Springer,False,percentage,rank,19.0,10,0.12678943627619602,2,Safe,Safe,False,False,False
3,3,Harry Hamlin,False,percentage,rank,22.0,7,0.029248358529457105,9,Eliminated,Eliminated,False,False,False
3,3,Vivica A. Fox,False,percentage,rank,27.0,2,0.07086217267109675,7,Safe,Safe,False,False,False
3,3,Monique Coleman,False,percentage,rank,27.0,2,0.13519828126735622,3,Safe,Safe,False,False,False
3,3,Joey Lawrence,False,percentage,rank,22.0,7,0.1281998839676467,4,Safe,Safe,False,False,False
3,3,Mario Lopez,False,percentage,rank,22.0,7,0.09932876393472298,6,Safe,Safe,False,False,False
3,3,Emmitt Smith,False,percentage,rank,19.0,9,0.1875119301132318,1,Safe,Safe,False,False,False
3,3,Willa Ford,False,percentage,rank,22.0,7,0.11292989663708762,5,Safe,Safe,False,False,False
3,3,Sara Evans,False,percentage,rank,25.0,3,0.06998252059216378,8,Safe,Safe,False,False,False
3,3,Jerry Springer,False,percentage,rank,21.0,8,0.16673819228723719,2,Safe,Safe,False,False,False
3,4,Vivica A. Fox,False,percentage,rank,24.0,6,0.02226240148109554,8,Eliminated,Eliminated,False,False,False
3,4,Monique Coleman,False,percentage,rank,24.0,6,0.1258636735102688,4,Safe,Safe,False,False,False
3,4,Joey Lawrence,False,percentage,rank,27.0,3,0.06737418878251188,7,Safe,Safe,False,False,False
3,4,Mario Lopez,False,percentage,rank,29.0,1,0.08378591081845095,6,Safe,Safe,False,False,False
3,4,Emmitt Smith,False,percentage,rank,24.0,6,0.14257804327975873,2,Safe,Safe,False,False,False
3,4,Willa Ford,False,percentage,rank,28.0,2,0.3118254947738194,1,Safe,Safe,False,False,False
3,4,Sara Evans,False,percentage,rank,20.0,8,0.13770436701844388,3,Safe,Safe,False,False,False
3,4,Jerry Springer,False,percentage,rank,22.0,7,0.10860592033565133,5,Safe,Safe,False,False,False
3,5,Monique Coleman,False,percentage,rank,27.0,4,0.11995427091922847,4,Safe,Safe,True,False,False
3,5,Joey Lawrence,False,percentage,rank,25.0,5,0.11065631115661272,5,Safe,Safe,True,False,False
3,5,Mario Lopez,False,percentage,rank,27.0,4,0.30125859888677897,1,Safe,Safe,True,False,False
3,5,Emmitt Smith,False,percentage,rank,27.0,4,0.23803966423275677,2,Safe,Safe,True,False,False
3,5,Willa Ford,False,percentage,rank,27.0,4,0.019417047112882634,7,Eliminated,Safe,True,True,False
3,5,Sara Evans,False,percentage,rank,24.0,7,0.12259874858288096,3,Safe,Safe,True,False,False
3,5,Jerry Springer,False,percentage,rank,24.0,7,0.08807535910886033,6,Safe,Eliminated,True,False,False
3,7,Monique Coleman,False,percentage,rank,27.0,4,0.2322534889178582,2,Safe,Safe,False,False,False
3,7,Joey Lawrence,False,percentage,rank,28.5,2,0.20869299398826371,4,Safe,Safe,False,False,False
3,7,Mario Lopez,False,percentage,rank,28.0,3,0.2637095187979915,1,Safe,Safe,False,False,False
3,7,Emmitt Smith,False,percentage,rank,28.5,2,0.21663264769528653,3,Safe,Safe,False,False,False
3,7,Jerry Springer,False,percentage,rank,23.0,5,0.07871135060060043,5,Eliminated,Eliminated,False,False,False
3,8,Monique Coleman,False,percentage,rank,26.5,4,0.05153424346106204,4,Eliminated,Eliminated,False,False,False
3,8,Joey Lawrence,False,percentage,rank,27.0,3,0.5311498712978828,1,Safe,Safe,False,False,False
3,8,Mario Lopez,False,percentage,rank,28.5,1,0.23060246391930705,2,Safe,Safe,False,False,False
3,8,Emmitt Smith,False,percentage,rank,27.0,3,0.18671342132174792,3,Safe,Safe,False,False,False
4,2,John Ratzenberger,False,percentage,rank,21.0,9,0.07406384376540846,8,Safe,Safe,False,False,False
4,2,Ian Ziering,False,percentage,rank,22.0,5,0.09059638622358943,4,Safe,Safe,False,False,False
4,2,Clyde Drexler,False,percentage,rank,18.0,11,0.08854953171637815,6,Safe,Safe,False,False,False
4,2,Laila Ali,False,percentage,rank,27.0,1,0.06888612931012242,10,Safe,Safe,False,False,False
4,2,Apolo Anton Ohno,False,percentage,rank,26.0,2,0.08661618080318677,7,Safe,Safe,False,False,False
4,2,Shandi Finnessey,False,percentage,rank,20.0,10,0.07151700974940542,9,Safe,Safe,False,False,False
4,2,Paulina Porizkova,False,percentage,rank,21.0,9,0.01687711786543118,11,Eliminated,Eliminated,False,False,False
4,2,Heather Mills,False,percentage,rank,24.0,4,0.0896895402083998,5,Safe,Safe,False,False,False
4,2,Billy Ray Cyrus,False,percentage,rank,21.0,9,0.13666323150995144,2,Safe,Safe,False,False,False
4,2,Joey Fatone,False,percentage,rank,24.0,4,0.15636951832530693,1,Safe,Safe,False,False,False
4,2,Leeza Gibbons,False,percentage,rank,21.0,9,0.12017151052281988,3,Safe,Safe,False,False,False
4,3,John Ratzenberger,False,percentage,rank,20.0,9,0.08064011882985654,6,Safe,Safe,False,False,False
4,3,Ian Ziering,False,percentage,rank,24.0,4,0.06449102420690156,8,Safe,Safe,False,False,False
4,3,Clyde Drexler,False,percentage,rank,16.0,10,0.08271943509207101,5,Safe,Safe,False,False,False
4,3,Laila Ali,False,percentage,rank,21.0,8,0.1638378891340419,2,Safe,Safe,False,False,False
4,3,Apolo Anton Ohno,False,percentage,rank,23.0,5,0.07344045542396971,7,Safe,Safe,False,False,False
4,3,Shandi Finnessey,False,percentage,rank,21.0,8,0.013555050757389374,10,Eliminated,Eliminated,False,False,False
4,3,Heather Mills,False,percentage,rank,24.0,4,0.2675674595830418,1,Safe,Safe,False,False,False
4,3,Billy Ray Cyrus,False,percentage,rank,21.0,8,0.0942752976964082,4,Safe,Safe,False,False,False
4,3,Joey Fatone,False,percentage,rank,24.0,4,0.059836055760564895,9,Safe,Safe,False,False,False
4,3,Leeza Gibbons,False,percentage,rank,24.0,4,0.09963721351575593,3,Safe,Safe,False,False,False
4,4,John Ratzenberger,False,percentage,rank,16.0,8,0.0960310797205497,7,Safe,Safe,False,False,False
4,4,Ian Ziering,False,percentage,rank,24.0,3,0.13363232053888935,3,Safe,Safe,False,False,False
4,4,Clyde Drexler,False,percentage,rank,15.0,9,0.09652352268935514,6,Safe,Safe,False,False,False
4,4,Laila Ali,False,percentage,rank,21.0,6,0.1084194803645921,4,Safe,Safe,False,False,False
4,4,Apolo Anton Ohno,False,percentage,rank,26.0,2,0.2293439091021898,1,Safe,Safe,False,False,False
4,4,Heather Mills,False,percentage,rank,23.0,4,0.10092080526977246,5,Safe,Safe,False,False,False
4,4,Billy Ray Cyrus,False,percentage,rank,21.0,6,0.054973066347159545,8,Safe,Safe,False,False,False
4,4,Joey Fatone,False,percentage,rank,28.0,1,0.15125758674856055,2,Safe,Safe,False,False,False
4,4,Leeza Gibbons,False,percentage,rank,16.0,8,0.028898229218929768,9,Eliminated,Eliminated,False,False,False
4,5,John Ratzenberger,False,percentage,rank,18.0,6,0.07487240483301372,7,Safe,Safe,False,False,False
4,5,Ian Ziering,False,percentage,rank,24.0,4,0.09547500900621046,5,Safe,Safe,False,False,False
4,5,Clyde Drexler,False,percentage,rank,13.0,8,0.044023046622093456,8,Eliminated,Eliminated,False,False,False
4,5,Laila Ali,False,percentage,rank,28.0,2,0.09966050041602374,3,Safe,Safe,False,False,False
4,5,Apolo Anton Ohno,False,percentage,rank,30.0,1,0.3290734677519946,1,Safe,Safe,False,False,False
4,5,Heather Mills,False,percentage,rank,21.0,5,0.16727717388983318,2,Safe,Safe,False,False,False
4,5,Billy Ray Cyrus,False,percentage,rank,17.0,7,0.09412417713053421,6,Safe,Safe,False,False,False
4,5,Joey Fatone,False,percentage,rank,25.0,3,0.09549422035029853,4,Safe,Safe,False,False,False
4,6,John Ratzenberger,False,percentage,rank,19.0,7,0.2681201381093385,1,Safe,Safe,False,False,False
4,6,Ian Ziering,False,percentage,rank,24.0,4,0.11712571981328847,4,Safe,Safe,False,False,False
4,6,Laila Ali,False,percentage,rank,28.0,2,0.15029896790391986,3,Safe,Safe,False,False,False
4,6,Apolo Anton Ohno,False,percentage,rank,28.0,2,0.2452332635296233,2,Safe,Safe,False,False,False
4,6,Heather Mills,False,percentage,rank,23.0,5,0.03096911544125685,7,Eliminated,Eliminated,False,False,False
4,6,Billy Ray Cyrus,False,percentage,rank,21.0,6,0.09743361581466242,5,Safe,Safe,False,False,False
4,6,Joey Fatone,False,percentage,rank,27.0,3,0.09081917938791126,6,Safe,Safe,False,False,False
4,7,John Ratzenberger,False,percentage,rank,22.5,5,0.049178131321867984,6,Eliminated,Eliminated,False,False,False
4,7,Ian Ziering,False,percentage,rank,27.0,4,0.11839871872811329,5,Safe,Safe,False,False,False
4,7,Laila Ali,False,percentage,rank,29.5,2,0.2839689778380233,1,Safe,Safe,False,False,False
4,7,Apolo Anton Ohno,False,percentage,rank,27.0,4,0.18770216356680325,3,Safe,Safe,False,False,False
4,7,Billy Ray Cyrus,False,percentage,rank,19.0,6,0.23971906157467587,2,Safe,Safe,False,False,False
4,7,Joey Fatone,False,percentage,rank,29.5,2,0.12103294697051593,4,Safe,Safe,False,False,False
4,8,Ian Ziering,False,percentage,rank,23.5,4,0.2737057234523977,2,Safe,Safe,False,False,False
4,8,Laila Ali,False,percentage,rank,26.5,3,0.3029668485486166,1,Safe,Safe,False,False,False
4,8,Apolo Anton Ohno,False,percentage,rank,29.0,1,0.2061805155073716,3,Safe,Safe,False,False,False
4,8,Billy Ray Cyrus,False,percentage,rank,19.0,5,0.05681637844520522,5,Eliminated,Eliminated,False,False,False
4,8,Joey Fatone,False,percentage,rank,27.5,2,0.16033053404640843,4,Safe,Safe,False,False,False
4,9,Ian Ziering,False,percentage,rank,29.0,4,0.060016208378783166,4,Eliminated,Eliminated,False,False,False
4,9,Laila Ali,False,percentage,rank,30.0,2,0.4426519211257739,1,Safe,Safe,False,False,False
4,9,Apolo Anton Ohno,False,percentage,rank,29.5,3,0.34494362875655976,2,Safe,Safe,False,False,False
4,9,Joey Fatone,False,percentage,rank,30.0,2,0.15238824173888338,3,Safe,Safe,False,False,False
5,1,Cameron Mathison,False,percentage,rank,21.0,9,0.05568119721392675,10,Safe,Safe,False,False,False
5,1,Jane Seymour,False,percentage,rank,24.0,4,0.17355781437145057,1,Safe,Safe,False,False,False
5,1,Sabrina Bryan,True,percentage,rank,26.0,1,0.1038204067616824,3,Safe,Safe,False,False,False
5,1,Jennie Garth,False,percentage,rank,21.0,9,0.07982904856344739,6,Safe,Safe,False,False,False
5,1,Floyd Mayweather Jr. ,False,percentage,rank,18.0,11,0.13276033646654303,2,Safe,Safe,False,False,False
5,1,Josie Maran,False,percentage,rank,16.0,12,0.016826240121359498,12,Eliminated,Eliminated,False,False,False
5,1,Albert Reed,False,percentage,rank,21.0,9,0.0946126791074305,4,Safe,Safe,False,False,False
5,1,Helio Castroneves,False,percentage,rank,25.0,2,0.05952099301424346,9,Safe,Safe,False,False,False
5,1,Mel B,False,percentage,rank,24.0,4,0.06960400485232746,7,Safe,Safe,False,False,False
5,1,Wayne Newton,False,percentage,rank,19.0,10,0.06933389195608683,8,Safe,Safe,False,False,False
5,1,Marie Osmond,True,percentage,rank,21.0,9,0.05243486912658498,11,Safe,Safe,False,False,False
5,1,Mark Cuban,False,percentage,rank,21.0,9,0.09201851844491817,5,Safe,Safe,False,False,False
5,2,Cameron Mathison,False,percentage,rank,21.0,9,0.12738164259251947,3,Safe,Safe,False,False,False
5,2,Jane Seymour,False,percentage,rank,21.0,9,0.09164660770139714,5,Safe,Safe,False,False,False
5,2,Sabrina Bryan,True,percentage,rank,26.0,2,0.07305186331981721,9,Safe,Safe,False,False,False
5,2,Jennie Garth,False,percentage,rank,21.0,9,0.08667554357535608,7,Safe,Safe,False,False,False
5,2,Floyd Mayweather Jr. ,False,percentage,rank,21.0,9,0.10429413680134905,4,Safe,Safe,False,False,False
5,2,Albert Reed,False,percentage,rank,21.0,9,0.01407949872900445,11,Eliminated,Eliminated,False,False,False
5,2,Helio Castroneves,False,percentage,rank,27.0,1,0.12964305218881536,2,Safe,Safe,False,False,False
5,2,Mel B,False,percentage,rank,23.0,4,0.09005390876086986,6,Safe,Safe,False,False,False
5,2,Wayne Newton,False,percentage,rank,15.0,11,0.1432144058501668,1,Safe,Safe,False,False,False
5,2,Marie Osmond,True,percentage,rank,24.0,3,0.06079179636780334,10,Safe,Safe,False,False,False
5,2,Mark Cuban,False,percentage,rank,18.0,10,0.07916754411290244,8,Safe,Safe,False,False,False
5,3,Cameron Mathison,False,percentage,rank,23.0,7,0.09304863144149304,6,Safe,Safe,False,False,False
5,3,Jane Seymour,False,percentage,rank,27.0,3,0.08074013182615677,7,Safe,Safe,False,False,False
5,3,Sabrina Bryan,True,percentage,rank,27.0,3,0.11431176934846621,4,Safe,Safe,False,False,False
5,3,Jennie Garth,False,percentage,rank,26.0,5,0.07071186668262505,8,Safe,Safe,False,False,False
5,3,Floyd Mayweather Jr. ,False,percentage,rank,21.0,8,0.11670176983950115,3,Safe,Safe,False,False,False
5,3,Helio Castroneves,False,percentage,rank,24.0,6,0.1859760731743745,1,Safe,Safe,False,False,False
5,3,Mel B,False,percentage,rank,27.0,3,0.05401542683273218,9,Safe,Safe,False,False,False
5,3,Wayne Newton,False,percentage,rank,18.0,10,0.02605016222879558,10,Eliminated,Eliminated,False,False,False
5,3,Marie Osmond,True,percentage,rank,26.0,5,0.09519816061921604,5,Safe,Safe,False,False,False
5,3,Mark Cuban,False,percentage,rank,20.0,9,0.1632460080066394,2,Safe,Safe,False,False,False
5,4,Cameron Mathison,False,percentage,rank,27.0,4,0.08493135130174194,5,Safe,Safe,False,False,False
5,4,Jane Seymour,False,percentage,rank,26.0,7,0.2000640636113196,2,Safe,Safe,False,False,False
5,4,Sabrina Bryan,True,percentage,rank,30.0,1,0.1093391999384085,4,Safe,Safe,False,False,False
5,4,Jennie Garth,False,percentage,rank,27.0,4,0.12214351117959493,3,Safe,Safe,False,False,False
5,4,Floyd Mayweather Jr. ,False,percentage,rank,23.0,8,0.020530601743298828,9,Eliminated,Eliminated,False,False,False
5,4,Helio Castroneves,False,percentage,rank,27.0,4,0.23390630737752252,1,Safe,Safe,False,False,False
5,4,Mel B,False,percentage,rank,26.0,7,0.07628454098762916,7,Safe,Safe,False,False,False
5,4,Marie Osmond,True,percentage,rank,26.0,7,0.08086433350171861,6,Safe,Safe,False,False,False
5,4,Mark Cuban,False,percentage,rank,22.0,9,0.07193609035876682,8,Safe,Safe,False,False,False
5,5,Cameron Mathison,False,percentage,rank,26.0,4,0.09640175015171384,7,Safe,Safe,False,False,False
5,5,Jane Seymour,False,percentage,rank,26.0,4,0.12136078037467186,5,Safe,Safe,False,False,False
5,5,Sabrina Bryan,True,percentage,rank,28.0,2,0.19812382486234234,1,Safe,Safe,False,False,False
5,5,Jennie Garth,False,percentage,rank,25.0,5,0.1142051267283708,6,Safe,Safe,False,False,False
5,5,Helio Castroneves,False,percentage,rank,23.0,6,0.15057395555675798,3,Safe,Safe,False,False,False
5,5,Mel B,False,percentage,rank,29.0,1,0.12203852446413246,4,Safe,Safe,False,False,False
5,5,Marie Osmond,True,percentage,rank,21.0,8,0.1557564470016845,2,Safe,Safe,False,False,False
5,5,Mark Cuban,False,percentage,rank,21.0,8,0.04153959086032635,8,Eliminated,Eliminated,False,False,False
5,6,Cameron Mathison,False,percentage,rank,25.0,5,0.20139948076156702,2,Safe,Safe,False,False,False
5,6,Jane Seymour,False,percentage,rank,22.0,7,0.2577825460797401,1,Safe,Safe,False,False,False
5,6,Sabrina Bryan,True,percentage,rank,25.0,5,0.024363287107211827,7,Eliminated,Eliminated,False,False,False
5,6,Jennie Garth,False,percentage,rank,27.0,3,0.10158974243112988,6,Safe,Safe,False,False,False
5,6,Helio Castroneves,False,percentage,rank,28.0,2,0.18220792963550478,3,Safe,Safe,False,False,False
5,6,Mel B,False,percentage,rank,30.0,1,0.1264185889822854,4,Safe,Safe,False,False,False
5,6,Marie Osmond,True,percentage,rank,23.0,6,0.10623842500256006,5,Safe,Safe,False,False,False
5,7,Cameron Mathison,False,percentage,rank,25.5,5,0.19004373333896743,3,Safe,Safe,False,False,False
5,7,Jane Seymour,False,percentage,rank,25.0,6,0.03720236180973635,6,Eliminated,Eliminated,False,False,False
5,7,Jennie Garth,False,percentage,rank,26.5,2,0.13436479896732265,5,Safe,Safe,False,False,False
5,7,Helio Castroneves,False,percentage,rank,26.0,4,0.24907442967636745,1,Safe,Safe,False,False,False
5,7,Mel B,False,percentage,rank,27.0,1,0.22424688331358852,2,Safe,Safe,False,False,False
5,7,Marie Osmond,True,percentage,rank,26.0,4,0.16506779289401805,4,Safe,Safe,False,False,False
5,8,Cameron Mathison,False,percentage,rank,25.5,3,0.07045237871982266,5,Eliminated,Eliminated,False,False,False
5,8,Jennie Garth,False,percentage,rank,25.0,4,0.15485840625426425,4,Safe,Safe,False,False,False
5,8,Helio Castroneves,False,percentage,rank,28.5,1,0.27546302068916884,2,Safe,Safe,False,False,False
5,8,Mel B,False,percentage,rank,28.0,2,0.3108903440607265,1,Safe,Safe,False,False,False
5,8,Marie Osmond,True,percentage,rank,24.5,5,0.18833585027601682,3,Safe,Safe,False,False,False
5,9,Jennie Garth,False,percentage,rank,29.0,3,0.07306469560367583,4,Eliminated,Eliminated,False,False,False
5,9,Helio Castroneves,False,percentage,rank,30.0,2,0.4677018913921998,1,Safe,Safe,False,False,False
5,9,Mel B,False,percentage,rank,30.0,2,0.25834613924411864,2,Safe,Safe,False,False,False
5,9,Marie Osmond,True,percentage,rank,28.0,4,0.20088727376000512,3,Safe,Safe,False,False,False
6,2,Cristian de la Fuente,False,percentage,rank,20.0,8,0.08686919473414574,6,Safe,Safe,False,False,False
6,2,Steve Guttenberg,False,percentage,rank,16.0,11,0.1193163734895419,3,Safe,Safe,False,False,False
6,2,Priscilla Presley,False,percentage,rank,21.0,7,0.07540407236308286,8,Safe,Safe,False,False,False
6,2,Marlee Matlin,False,percentage,rank,24.0,5,0.08337874672124057,7,Safe,Safe,False,False,False
6,2,Shannon Elizabeth,False,percentage,rank,24.0,5,0.13082419931417386,1,Safe,Safe,False,False,False
6,2,Marissa Jaret Winokur,False,percentage,rank,21.0,7,0.1282447689149435,2,Safe,Safe,False,False,False
6,2,Jason Taylor,False,percentage,rank,27.0,2,0.10016599215236333,5,Safe,Safe,False,False,False
6,2,Kristi Yamaguchi,False,percentage,rank,27.0,2,0.05982159085961944,10,Safe,Safe,False,False,False
