season,week,contestant,method,judges_score,is_eliminated,mean_fan_vote,ci_lower,ci_upper
2,2,George Hamilton,rank,22.0,False,0.10901791233760075,0.013399793676122922,0.27102577639177766
2,2,Lisa Rinna,rank,20.0,False,0.13601641040826631,0.03324512092348038,0.28419074657851084
2,2,Stacy Keibler,rank,29.0,False,0.15221986310771426,0.0035947031607056895,0.3171614153432459
2,2,Jerry Rice,rank,23.0,False,0.10178067989320394,0.008439207404489502,0.26552357154345496
2,2,Giselle Fernandez,rank,24.0,False,0.10094290715019108,0.005240589297479178,0.23991683239829964
2,2,Master P,rank,16.0,False,0.12750766845428338,0.03241706060986247,0.3823852369198847
2,2,Drew Lachey,rank,27.0,False,0.09882570913131629,0.008573102085081765,0.22637721252095902
2,3,Tia Carrere,rank,26.0,False,0.23195209143992396,0.009913445997231322,0.48728452916767
2,3,George Hamilton,rank,22.0,False,0.10071933831615536,0.02570979258084941,0.23403737231410543
2,3,Lisa Rinna,rank,25.0,False,0.11133385440462545,0.014770217958186636,0.3244867060914749
2,3,Stacy Keibler,rank,27.0,False,0.08919432542536405,0.008015236606864581,0.2182289394966356
2,3,Jerry Rice,rank,19.0,False,0.14000666217760027,0.02763345642419563,0.3198895089762658
2,3,Giselle Fernandez,rank,22.0,True,0.035842473276388544,-0.008290617549935608,0.09352339865844765
2,3,Master P,rank,14.0,False,0.16352436988450908,0.04248421856973286,0.3671026175067784
2,3,Drew Lachey,rank,27.0,False,0.12742688507543481,0.004345769347816329,0.3113291208280022
2,4,Tia Carrere,rank,25.0,False,0.10969741488446333,0.004314118864803214,0.26928647523288163
2,4,George Hamilton,rank,21.0,False,0.22523140183812732,0.059194101282301875,0.4646294366516017
2,4,Lisa Rinna,rank,26.0,False,0.15380635727471542,0.013781371515920814,0.34315695614542485
2,4,Stacy Keibler,rank,26.0,False,0.16820978059028957,0.014441652245967832,0.39152578101334357
2,4,Jerry Rice,rank,24.0,False,0.14295342914135115,0.018629082450193096,0.35605994063626945
2,4,Master P,rank,8.0,True,0.0637558502639232,0.006450012596071961,0.1658529005056846
2,4,Drew Lachey,rank,28.0,False,0.13634576600713075,0.017377484646673873,0.34981743264857823
2,5,Tia Carrere,rank,22.0,True,0.09355168735913767,0.007451158067364544,0.2105948947991884
2,5,George Hamilton,rank,24.0,False,0.23456194681025228,0.0625755279666967,0.4921653474873887
2,5,Lisa Rinna,rank,25.0,False,0.15870453046945374,0.03282525672253497,0.35141431636202414
2,5,Stacy Keibler,rank,30.0,False,0.11531868650132711,0.011446412583118314,0.2499866287288325
2,5,Jerry Rice,rank,23.0,False,0.2615383224568443,0.061032640521317495,0.5227894293402339
2,5,Drew Lachey,rank,27.0,False,0.13632482640298638,0.009529784123472988,0.3550372767335624
2,6,George Hamilton,rank,23.0,True,0.08116970576003764,0.002916109452534581,0.20890199410330382
2,6,Lisa Rinna,rank,27.0,False,0.18815449644777835,0.014174598010014994,0.47073318375204465
2,6,Stacy Keibler,rank,30.0,False,0.25476953477736,0.012705779343355017,0.5512638171249307
2,6,Jerry Rice,rank,23.0,False,0.25402039696352263,0.0721223690622509,0.4756438373862675
2,6,Drew Lachey,rank,30.0,False,0.22188586605130095,0.017472265976867074,0.5284532146568415
2,7,Lisa Rinna,rank,26.5,True,0.07863377301821886,0.006511781467321745,0.2004400679455407
2,7,Stacy Keibler,rank,27.5,False,0.4094088953370373,0.12918395350464587,0.7587178672321595
2,7,Jerry Rice,rank,20.5,False,0.2575158299609997,0.06308296659242665,0.48390320293027134
2,7,Drew Lachey,rank,27.5,False,0.25444150168374485,0.051647684247606615,0.5172076825813284
2,8,Stacy Keibler,rank,28.6665,False,0.13680665379026208,0.014212930995449694,0.2912424602786173
2,8,Jerry Rice,rank,26.666600000000003,False,0.4615810169154096,0.20411068120561068,0.7150085205789827
2,8,Drew Lachey,rank,28.9998,False,0.40161232929433005,0.1897170662595413,0.6695898624044211
3,1,Harry Hamlin,percentage,17.0,False,0.082085460440962,0.011160990956594365,0.19332443220324472
3,1,Vivica A. Fox,percentage,22.0,False,0.08664043998070473,0.0026701478050834004,0.2241303951962213
3,1,Monique Coleman,percentage,19.0,False,0.14277129105233716,0.008080942117895486,0.4194445057017685
3,1,Joey Lawrence,percentage,21.0,False,0.1120117588995952,0.01906126174967017,0.27065360007565464
3,1,Mario Lopez,percentage,26.0,False,0.11384857486035631,0.003839428113397554,0.3189498202169427
3,1,Emmitt Smith,percentage,24.0,False,0.08787032632357672,0.007045946689822391,0.19758940043218992
3,1,Shanna Moakler,percentage,18.0,False,0.10890985687536424,0.013243792189630793,0.25408175055838156
3,1,Willa Ford,percentage,22.0,False,0.06445422478072203,0.0038510193877648244,0.16581114524626914
3,1,Sara Evans,percentage,15.0,False,0.09501124789351188,0.013400332071086485,0.25203831593706333
3,1,Jerry Springer,percentage,16.0,False,0.08274606035120452,0.015236328505926391,0.1809616549238777
3,1,Tucker Carlson,percentage,12.0,True,0.023650758541663586,-0.017572744640483147,0.05448297309528895
3,2,Harry Hamlin,percentage,21.0,False,0.16305092936077226,0.027859762288939747,0.4236949371075604
3,2,Vivica A. Fox,percentage,24.0,False,0.11579593120235561,0.015297451144938192,0.2815042718771001
3,2,Monique Coleman,percentage,26.0,False,0.08114093655407716,0.007940045657816495,0.19586341041040314
3,2,Joey Lawrence,percentage,29.0,False,0.1015362103032523,0.010938828709323488,0.30289048150736136
3,2,Mario Lopez,percentage,21.0,False,0.10857496684491957,0.033578747794123565,0.23789771722005187
3,2,Emmitt Smith,percentage,24.0,False,0.08056180156301847,0.012015593281587779,0.2200473545806043
3,2,Shanna Moakler,percentage,22.0,True,0.01984802674054543,-0.014745283542801932,0.05198880095895263
3,2,Willa Ford,percentage,23.0,False,0.11315653716917387,0.022872405154643477,0.22921581022842824
3,2,Sara Evans,percentage,21.0,False,0.10182348656301783,0.0151607383154885,0.2548161836034242
3,2,Jerry Springer,percentage,19.0,False,0.11451117369886582,0.04078057033578666,0.25568371691780195
3,3,Harry Hamlin,percentage,22.0,True,0.027821008442811743,0.0006835153026220099,0.0629405390206695
3,3,Vivica A. Fox,percentage,27.0,False,0.09178801907433633,0.010729176852912532,0.21197380550024647
3,3,Monique Coleman,percentage,27.0,False,0.12448058537437819,0.021543273055051666,0.3661116982590658
3,3,Joey Lawrence,percentage,22.0,False,0.12492194269672909,0.04424740535215288,0.2632077840198481
3,3,Mario Lopez,percentage,22.0,False,0.10268261391817095,0.028094792597539026,0.20196949476503237
3,3,Emmitt Smith,percentage,19.0,False,0.15165120853044545,0.0367024307680541,0.32370091190081823
3,3,Willa Ford,percentage,22.0,False,0.09802245546081176,0.026479971435373145,0.21530480315094436
3,3,Sara Evans,percentage,25.0,False,0.1435921976184335,0.028274163393884062,0.28920764586809333
3,3,Jerry Springer,percentage,21.0,False,0.13503996888388434,0.04110253854913955,0.25180232440633743
3,4,Vivica A. Fox,percentage,24.0,True,0.027059496121183243,0.0002279762179257308,0.06295998104734474
3,4,Monique Coleman,percentage,24.0,False,0.15493414736061523,0.03400398128617883,0.4002110895726598
3,4,Joey Lawrence,percentage,27.0,False,0.09672874128182704,0.019300630222151186,0.1975743782550677
3,4,Mario Lopez,percentage,29.0,False,0.14061958321534512,0.01721778751710388,0.29761171246512363
3,4,Emmitt Smith,percentage,24.0,False,0.12514471067338767,0.02088576959028723,0.31214724033489794
3,4,Willa Ford,percentage,28.0,False,0.1064221710081139,0.022445617370653762,0.2101491166672796
3,4,Sara Evans,percentage,20.0,False,0.18906482549045908,0.04881267425131508,0.45000681873951215
3,4,Jerry Springer,percentage,22.0,False,0.16002632484906873,0.03603188234521514,0.4138295183199449
3,5,Monique Coleman,percentage,27.0,False,0.16118834341105068,0.048006226103692484,0.3917866979917231
3,5,Joey Lawrence,percentage,25.0,False,0.15116341501373495,0.04328845836223609,0.34328952476904956
3,5,Mario Lopez,percentage,27.0,False,0.1481327487601925,0.025103976473553752,0.34430681461741064
3,5,Emmitt Smith,percentage,27.0,False,0.17433390910543553,0.03907791321618255,0.4076578718203339
3,5,Willa Ford,percentage,27.0,True,0.02981116818297088,0.0012209701969701718,0.0717554074277988
3,5,Sara Evans,percentage,24.0,False,0.16647627826453382,0.04344213725010715,0.4017327637373185
3,5,Jerry Springer,percentage,24.0,False,0.16889413726208388,0.05660456132373443,0.36344194511606753
3,6,Monique Coleman,percentage,23.0,False,0.09052873693288872,0.01508228773322057,0.17044339248575346
3,6,Joey Lawrence,percentage,24.0,False,0.1628215599289852,0.03681925175525558,0.2737224513165562
3,6,Mario Lopez,percentage,28.0,False,0.23014585180306527,0.13123702426788592,0.3682062500835566
3,6,Emmitt Smith,percentage,25.0,False,0.4405094807248661,0.2582829461936263,0.7038055972743573
3,6,Jerry Springer,percentage,18.0,False,0.07599437061019625,0.004651702705324087,0.16258298131700374
3,7,Monique Coleman,percentage,27.0,False,0.19780815821842662,0.04478364279191402,0.4755782820766255
3,7,Joey Lawrence,percentage,28.5,False,0.21459597837518982,0.029360756194115937,0.511435130548205
3,7,Mario Lopez,percentage,28.0,False,0.3139676516765018,0.05893583571437861,0.5648347128053685
3,7,Emmitt Smith,percentage,28.5,False,0.20663717005902782,0.03708580996381869,0.4513641105949645
3,7,Jerry Springer,percentage,23.0,True,0.06699104167085444,0.004511255048395953,0.1295063476462557
3,8,Monique Coleman,percentage,26.5,True,0.06427575945472729,0.001524529636647394,0.15559229143139325
3,8,Joey Lawrence,percentage,27.0,False,0.41081476074703693,0.05524795254790409,0.7325242508747268
3,8,Mario Lopez,percentage,28.5,False,0.20925559077582329,0.03636535739089145,0.47839464470692583
3,8,Emmitt Smith,percentage,27.0,False,0.31565388902241387,0.0537478467264531,0.8390529775220279
3,9,Joey Lawrence,percentage,29.5,False,0.1296928004830395,0.01267532856774236,0.2802546332163802
3,9,Mario Lopez,percentage,29.5,False,0.2936860072546149,0.10508683424507761,0.4497772469564527
3,9,Emmitt Smith,percentage,29.5,False,0.5766211922623444,0.37658882252004405,0.83852557543881
3,10,Mario Lopez,percentage,29.666600000000003,False,0.22243803542140267,0.022722432506520826,0.4679625350786969
3,10,Emmitt Smith,percentage,29.666600000000003,False,0.7775619645785952,0.5320374649213034,0.9772775674934765
4,2,John Ratzenberger,percentage,21.0,False,0.12943762871590841,0.020590835315223228,0.41414587009490844
4,2,Ian Ziering,percentage,22.0,False,0.08392803358864902,0.01848204100113613,0.22424857575317328
4,2,Clyde Drexler,percentage,18.0,False,0.09365924389569849,0.024478364804591035,0.27697185751367126
4,2,Laila Ali,percentage,27.0,False,0.10144836824871269,0.0034551836979968553,0.27743161119211346
4,2,Apolo Anton Ohno,percentage,26.0,False,0.08535031483346397,0.0024123572934131726,0.22568220545400391
4,2,Shandi Finnessey,percentage,20.0,False,0.10556528468327105,0.018141608694231322,0.2430083855739096
4,2,Paulina Porizkova,percentage,21.0,True,0.009911766437963477,-0.03250365035768875,0.04639489442946098
4,2,Heather Mills,percentage,24.0,False,0.14643255583997664,0.017645778905383595,0.3729958449601662
4,2,Billy Ray Cyrus,percentage,21.0,False,0.07947730878051075,0.015660523119863427,0.1915659355813254
4,2,Joey Fatone,percentage,24.0,False,0.08387096442362478,0.0034438762296643347,0.2321296671226846
4,2,Leeza Gibbons,percentage,21.0,False,0.08091853055222385,0.010519024889140458,0.16917062764002347
4,3,John Ratzenberger,percentage,20.0,False,0.25167146459703593,0.037824487459648864,0.5331904051984045
4,3,Ian Ziering,percentage,24.0,False,0.08967116564476584,0.00557872086721866,0.25701258833217144
4,3,Clyde Drexler,percentage,16.0,False,0.09001675511339305,0.02635259489159574,0.22702489824764685
4,3,Laila Ali,percentage,21.0,False,0.10076845541341956,0.01255531657322137,0.30761241066597234
4,3,Apolo Anton Ohno,percentage,23.0,False,0.09286983766130041,0.010827974828362997,0.2336849502822239
4,3,Shandi Finnessey,percentage,21.0,True,0.009901100703043413,-0.0389196209098715,0.038887839949131114
4,3,Heather Mills,percentage,24.0,False,0.0948606978602805,0.015308693212624363,0.2130163913219919
4,3,Billy Ray Cyrus,percentage,21.0,False,0.10464080721981434,0.015155985631339505,0.2489378735528726
4,3,Joey Fatone,percentage,24.0,False,0.09501438560823497,0.010573706763405522,0.2174508160006394
4,3,Leeza Gibbons,percentage,24.0,False,0.07058533017871196,0.007534790164313999,0.20949030064355983
4,4,John Ratzenberger,percentage,16.0,False,0.09996493596082373,0.026373743622276583,0.2146548506892137
4,4,Ian Ziering,percentage,24.0,False,0.13964025087578696,0.006937725737370684,0.35624154610585035
4,4,Clyde Drexler,percentage,15.0,False,0.10038923252794288,0.031877767573825044,0.2018916530614937
4,4,Laila Ali,percentage,21.0,False,0.13468553325072294,0.023457606882574096,0.2937943292063013
4,4,Apolo Anton Ohno,percentage,26.0,False,0.12572594016480673,0.019229418144425213,0.2726790653769496
4,4,Heather Mills,percentage,23.0,False,0.08007517854087944,0.004978565260512095,0.2040556618396893
4,4,Billy Ray Cyrus,percentage,21.0,False,0.12491643788973616,0.017399324080754956,0.30441761785860727
4,4,Joey Fatone,percentage,28.0,False,0.16421627611296383,0.003620170677775047,0.48469225391586535
4,4,Leeza Gibbons,percentage,16.0,True,0.030386214676335618,-0.009980208928583485,0.08078536259293814
4,5,John Ratzenberger,percentage,18.0,False,0.17943105267346673,0.032038247527001525,0.4517524494558757
4,5,Ian Ziering,percentage,24.0,False,0.11811947359824562,0.013714795542486799,0.2348897396441095
4,5,Clyde Drexler,percentage,13.0,True,0.04639304266652071,0.002828507535489573,0.10179343464585655
4,5,Laila Ali,percentage,28.0,False,0.12479705100498496,0.006046166381561368,0.2685553441576914
4,5,Apolo Anton Ohno,percentage,30.0,False,0.10717016099279753,0.0099308623252913,0.25329236813666844
4,5,Heather Mills,percentage,21.0,False,0.1463269696178114,0.033771059151713044,0.31746386677185146
4,5,Billy Ray Cyrus,percentage,17.0,False,0.15478765783196274,0.023517653396122676,0.3456285249643388
4,5,Joey Fatone,percentage,25.0,False,0.12297459161421244,0.011077925457827698,0.31871692662813184
4,6,John Ratzenberger,percentage,19.0,False,0.20064592011459492,0.04341942691970333,0.3824603649886782
4,6,Ian Ziering,percentage,24.0,False,0.13869107439147835,0.028547753885381114,0.27968790281159017
4,6,Laila Ali,percentage,28.0,False,0.15536098385599434,0.0220737347514961,0.3543637095683837
4,6,Apolo Anton Ohno,percentage,28.0,False,0.11548152779040617,0.012459964727007406,0.3001075099813235
4,6,Heather Mills,percentage,23.0,True,0.03234156917642048,0.0003617950985926571,0.07425568663321912
4,6,Billy Ray Cyrus,percentage,21.0,False,0.15285685031596905,0.043925264786706705,0.3546106484413346
4,6,Joey Fatone,percentage,27.0,False,0.20462207435513657,0.048680377802338345,0.36694106303916396
4,7,John Ratzenberger,percentage,22.5,True,0.0489678273384874,0.0015856338901777275,0.11304202269668154
4,7,Ian Ziering,percentage,27.0,False,0.2515539280296715,0.050763787490806275,0.519313513247418
4,7,Laila Ali,percentage,29.5,False,0.15205757551466267,0.02061438927660362,0.40325290709539974
4,7,Apolo Anton Ohno,percentage,27.0,False,0.17555208865404048,0.03909246942237992,0.34808355061921703
4,7,Billy Ray Cyrus,percentage,19.0,False,0.1903007386454124,0.05930596020320725,0.4439046532541574
4,7,Joey Fatone,percentage,29.5,False,0.1815678418177243,0.023215591543486607,0.4360740130252859
4,8,Ian Ziering,percentage,23.5,False,0.26994368486650605,0.036587226543479734,0.7561071304762506
4,8,Laila Ali,percentage,26.5,False,0.2807298010289431,0.027994500884269326,0.6037304206660604
4,8,Apolo Anton Ohno,percentage,29.0,False,0.14511129302994988,0.013842605552347568,0.35801068674907266
4,8,Billy Ray Cyrus,percentage,19.0,True,0.0704516584406881,0.0051248374247227675,0.14604872428432328
4,8,Joey Fatone,percentage,27.5,False,0.2337635626339125,0.029167052170234582,0.5759992134509013
4,9,Ian Ziering,percentage,29.0,True,0.06456951367157153,0.004458665658486102,0.17633952468890668
4,9,Laila Ali,percentage,30.0,False,0.25608640068724037,0.04759678298840237,0.5915823125524668
4,9,Apolo Anton Ohno,percentage,29.5,False,0.24083441008777082,0.05215821374925084,0.4233514727494639
4,9,Joey Fatone,percentage,30.0,False,0.43850967555341797,0.07329477876429635,0.8199999465215657
4,10,Laila Ali,percentage,28.333200000000005,False,0.11950006795944046,0.012307397766143206,0.2736876202805287
4,10,Apolo Anton Ohno,percentage,29.3332,False,0.6145571790369574,0.3893191211500821,0.8544658315800482
4,10,Joey Fatone,percentage,28.6665,False,0.2659427530036022,0.09465868248666617,0.4392277199904998
5,1,Cameron Mathison,percentage,21.0,False,0.09915450832186391,0.013944205146145703,0.24008145760780283
5,1,Jane Seymour,percentage,24.0,False,0.07385253626252479,0.004605728154585487,0.1965872131323232
5,1,Sabrina Bryan,percentage,26.0,False,0.1251237812269931,0.013250539502144991,0.2629864441255874
5,1,Jennie Garth,percentage,21.0,False,0.09936426984317448,0.009125774589842692,0.2754453072400853
5,1,Floyd Mayweather Jr. ,percentage,18.0,False,0.09911936186146562,0.011963635667696756,0.2674803440802948
5,1,Josie Maran,percentage,16.0,True,0.018288097912401095,-0.02005247775512693,0.04742524569674052
5,1,Albert Reed,percentage,21.0,False,0.06273819421477966,0.00877697379500983,0.13622468781048838
5,1,Helio Castroneves,percentage,25.0,False,0.08321898708135109,0.0063343340818669824,0.18415856350123777
5,1,Mel B,percentage,24.0,False,0.06850144577527531,0.003107588724567536,0.16535564966721428
5,1,Wayne Newton,percentage,19.0,False,0.06362088504681757,0.007776780920376383,0.14749183195342813
5,1,Marie Osmond,percentage,21.0,False,0.09639189555342552,0.00608985563992074,0.25203817290324737
5,1,Mark Cuban,percentage,21.0,False,0.11062603689992735,0.008435123656512942,0.28538297578986327
5,2,Cameron Mathison,percentage,21.0,False,0.06569449860952259,0.009002673435061448,0.1535318020233315
5,2,Jane Seymour,percentage,21.0,False,0.09333086864621565,0.010480850909886319,0.21239257457898753
5,2,Sabrina Bryan,percentage,26.0,False,0.10368839352595782,0.009111681438178854,0.37978611450909167
5,2,Jennie Garth,percentage,21.0,False,0.10996371726792538,0.011672987570098915,0.27680943895937615
5,2,Floyd Mayweather Jr. ,percentage,21.0,False,0.12821962193169034,0.02087299675075851,0.3073752012824832
5,2,Albert Reed,percentage,21.0,True,0.010863553727416169,-0.030339710263489503,0.039766704027438184
5,2,Helio Castroneves,percentage,27.0,False,0.05876180560521284,0.0013052957466501633,0.1619953239471587
5,2,Mel B,percentage,23.0,False,0.13094938809237877,0.024935322894352997,0.40984010745866084
5,2,Wayne Newton,percentage,15.0,False,0.11159674384213866,0.03990492848182373,0.2316087704165715
5,2,Marie Osmond,percentage,24.0,False,0.10630389056453902,0.01188813528760559,0.24940983334802797
5,2,Mark Cuban,percentage,18.0,False,0.08062751818700072,0.019304207595509958,0.17924235031913502
5,3,Cameron Mathison,percentage,23.0,False,0.11496403711181762,0.010015452396716654,0.27455350000908435
5,3,Jane Seymour,percentage,27.0,False,0.08411312351008782,0.004164576105088049,0.24543567075148615
5,3,Sabrina Bryan,percentage,27.0,False,0.10535758571169213,0.009332864609791623,0.21504311676291377
5,3,Jennie Garth,percentage,26.0,False,0.10328182327946273,0.01207025836898846,0.2654095734537382
5,3,Floyd Mayweather Jr. ,percentage,21.0,False,0.08791692201618728,0.01420762443042929,0.1835689401909924
5,3,Helio Castroneves,percentage,24.0,False,0.10504785159148715,0.008120430313405536,0.23356670588455317
5,3,Mel B,percentage,27.0,False,0.11155272824368043,-0.006045510425923294,0.32485122121091703
5,3,Wayne Newton,percentage,18.0,True,0.02504433685165591,-0.00685377842102226,0.057779038253462305
5,3,Marie Osmond,percentage,26.0,False,0.12958975119106778,0.01093504062351548,0.35169831323629486
5,3,Mark Cuban,percentage,20.0,False,0.1331318404928604,0.015062936895389387,0.4357066171078411
5,4,Cameron Mathison,percentage,27.0,False,0.09341966890236829,0.010060342110043417,0.2119143325568394
5,4,Jane Seymour,percentage,26.0,False,0.12894860968096244,0.028615280373765078,0.2774945781271472
5,4,Sabrina Bryan,percentage,30.0,False,0.10408879695892204,0.015322762010470857,0.236174584369192
5,4,Jennie Garth,percentage,27.0,False,0.1103487726720152,0.01375238999074168,0.3230767326747582
5,4,Floyd Mayweather Jr. ,percentage,23.0,True,0.023998079696943668,-0.029471005805351967,0.0694869480219337
5,4,Helio Castroneves,percentage,27.0,False,0.13723171295473108,0.006362727527422567,0.3226286874248771
5,4,Mel B,percentage,26.0,False,0.11506993394450395,0.021791486988979925,0.31612202242879633
5,4,Marie Osmond,percentage,26.0,False,0.09471398902710332,0.019961842450144554,0.26111582576722914
5,4,Mark Cuban,percentage,22.0,False,0.19218043616245167,0.03237684297892407,0.37072976667051083
5,5,Cameron Mathison,percentage,26.0,False,0.1655595956881226,0.029476066113811157,0.31804003635705214
5,5,Jane Seymour,percentage,26.0,False,0.15834376565233113,0.02324623710677834,0.3201565726342375
5,5,Sabrina Bryan,percentage,28.0,False,0.1070918696470097,0.010215216274138824,0.27522174483431416
5,5,Jennie Garth,percentage,25.0,False,0.12177285341282527,0.023357630239020058,0.3572684159431611
5,5,Helio Castroneves,percentage,23.0,False,0.15439210610041174,0.035121712087444946,0.35710746527724435
5,5,Mel B,percentage,29.0,False,0.10937313544872625,0.016370716406685602,0.2447086531224737
5,5,Marie Osmond,percentage,21.0,False,0.14945400069098827,0.034266236100630953,0.36294647179581335
5,5,Mark Cuban,percentage,21.0,True,0.03401267335958332,-0.0061895093960659744,0.09259594192194986
5,6,Cameron Mathison,percentage,25.0,False,0.21817147351670577,0.04266130670347589,0.4606898503874111
5,6,Jane Seymour,percentage,22.0,False,0.16433321114576102,0.05478455492699633,0.3416711026077321
5,6,Sabrina Bryan,percentage,25.0,True,0.029459645508139152,-0.019217987274727604,0.08687361408388006
5,6,Jennie Garth,percentage,27.0,False,0.11387268838905813,0.015022099799135174,0.2917644473585338
5,6,Helio Castroneves,percentage,28.0,False,0.10315851805822716,0.007790488036079735,0.24892680713670284
5,6,Mel B,percentage,30.0,False,0.24869164139214406,0.0504121454041156,0.5231360356179066
5,6,Marie Osmond,percentage,23.0,False,0.12231282198996198,0.0361430022306272,0.2847899868060738
5,7,Cameron Mathison,percentage,25.5,False,0.15107428199171835,0.02392836312218237,0.3424363422019997
5,7,Jane Seymour,percentage,25.0,True,0.034746155784041464,-0.009944939012644857,0.09389329683987407
5,7,Jennie Garth,percentage,26.5,False,0.15227018420673002,0.02736295273485766,0.38002092458999176
5,7,Helio Castroneves,percentage,26.0,False,0.15449932003783506,0.03808543791701172,0.35975459409198174
5,7,Mel B,percentage,27.0,False,0.3819275859871381,0.11622865510032293,0.6754866050836529
5,7,Marie Osmond,percentage,26.0,False,0.1254824719925381,0.021322400201259854,0.26485396738320427
5,8,Cameron Mathison,percentage,25.5,True,0.0657995873243717,0.002346224324692613,0.14392112918117023
5,8,Jennie Garth,percentage,25.0,False,0.20684800721504296,0.05457211719732944,0.4139205110490211
5,8,Helio Castroneves,percentage,28.5,False,0.20194345032846542,0.0403909528573719,0.4834753055456422
5,8,Mel B,percentage,28.0,False,0.2245207752580778,0.06609268714764881,0.5203516241721647
5,8,Marie Osmond,percentage,24.5,False,0.3008881798740423,0.07301042506076366,0.485519828495955
5,9,Jennie Garth,percentage,29.0,True,0.07602680559155786,0.003716246214629175,0.1863920735109945
5,9,Helio Castroneves,percentage,30.0,False,0.47616235028649445,0.1016632782618175,0.8458939183158708
5,9,Mel B,percentage,30.0,False,0.22395385754553182,0.041918256835485466,0.7085125072171203
5,9,Marie Osmond,percentage,28.0,False,0.22385698657641523,0.05170404915110827,0.5118753324716878
5,10,Helio Castroneves,percentage,27.999900000000004,False,0.6358184923043262,0.3825448971182258,0.9502793280068179
5,10,Mel B,percentage,28.3332,False,0.2416206911771951,0.027613295166396937,0.44839714818472376
5,10,Marie Osmond,percentage,23.0,False,0.12256081651847918,0.005416108124388544,0.29894772497720096
6,2,Cristian de la Fuente,percentage,20.0,False,0.10188552744298646,0.020708338481612146,0.2629796264973516
6,2,Steve Guttenberg,percentage,16.0,False,0.09908279505256011,0.029834813408184252,0.269202769957234
6,2,Priscilla Presley,percentage,21.0,False,0.08218637831469676,0.016407306820486547,0.18805948924266505
6,2,Marlee Matlin,percentage,24.0,False,0.09018097834360697,0.017762160333333294,0.2020361867413156
6,2,Shannon Elizabeth,percentage,24.0,False,0.11562731973258232,0.012167246244009578,0.26240534973618734
6,2,Marissa Jaret Winokur,percentage,21.0,False,0.08786380144966398,0.022090282706422628,0.2104226548295689
6,2,Jason Taylor,percentage,27.0,False,0.1015883701845794,0.011464967470631696,0.23787832319101365
